brand_tweet_id,brand_reply,customer_tweet_id,customer_text,raw_customer_text,full_thread_context,thread_depth,created_at
1008171,@358557 Here to help! We have sent you a Direct Message via Twitter with further instructions.,1008172,I need help with my account as I am unable to access live chat for further support.,@AskPlayStation I need help with my account as I am unable to access live chat for further support.,Customer: @AskPlayStation I need help with my account as I am unable to access live chat for further support.,2,Sun Oct 22 20:09:20 +0000 2017
1669706,@508363 We have sent you a DM with more details,1669705,Ok I followed you,@AskPlayStation Ok I followed you,"Customer: @AskPlayStation I had reinstall update file 5.01 and got error code (SU-30634-6) what do I do
Brand (AskPlayStation): @508363 Here to assist! Please click on this link to find the fix of this issue https://t.co/Obn1WW0gtd
Keep us posted.
Customer: @AskPlayStation I got it to work now thanks
Brand (AskPlayStation): @508363 Glad to hear it! We are here to help you out whenever you need our assistance!
Customer: @AskPlayStation So I reinstalled the software update and it says the PS4 will restart it restarts and goes right back to the same screen
Brand (AskPlayStation): @508363 Please follow us on Twitter and let us know once you do, so we can send you a DM.
Customer: @AskPlayStation Ok I followed you",8,Wed Nov 08 20:56:10 +0000 2017
2677063,@753447 Very odd. Please try safe mode option 4 Restore Default Settings: https://t.co/OOaq76kzAA,2677061,It fixes it self in a day or 2 then lags again while my other PS4 pro with a new account works perfect,@AskPlayStation It fixes it self in a day or 2 then lags again while my other PS4 pro with a new account works perfect,"Customer: @AskPlayStation  I’ve had PlayStation for so many years. And this past year my PS4 has gone through so much lag and it isn’t my internet...
Brand (AskPlayStation): @753447 That's odd. Let's check out the next article for steps on how to improve the network connection: https://t.co/zDkTYZPxlr
Customer: @AskPlayStation It fixes it self in a day or 2 then lags again while my other PS4 pro with a new account works perfect",4,Tue Oct 31 15:20:57 +0000 2017
1703523,"@516412 If a user activates his account as primary, he will be able to share the benefits of PS Plus with all users on the same console.",1703521,Doesn't say anything about guest play... so?,@AskPlayStation Doesn't say anything about guest play... so?,"Customer: I have a problem with my account. Can you check your DMs? @AskPlayStation
Brand (AskPlayStation): @516412 Hi there! How can we help you?
Customer: @AskPlayStation I want to buy a PS Plus. Can I play with my roommate as a guest in my account without buying another card?
Brand (AskPlayStation): @516412 You will find information about your PS Plus question as on this link:  https://t.co/1ujqlIfdag
Customer: @AskPlayStation Doesn't say anything about guest play... so?",6,Mon Nov 06 22:03:40 +0000 2017
2656261,@748913 Hi there! Please power cycle your network devices and try again: https://t.co/UUMNDRIFMj,2656262,"Today I was effected by PS4 network problem or @116655 server in overwatch 

1) my team won a match &amp; I got kicked in the last second 
2) another game I was going to win but got disconnected &amp; I caused my team lose
3) not sure if I was going to win or lose

@AskPlayStation","Today I was effected by PS4 network problem or @116655 server in overwatch 

1) my team won a match &amp; I got kicked in the last second 
2) another game I was going to win but got disconnected &amp; I caused my team lose
3) not sure if I was going to win or lose

@AskPlayStation","Customer: Today I was effected by PS4 network problem or @116655 server in overwatch 

1) my team won a match &amp; I got kicked in the last second 
2) another game I was going to win but got disconnected &amp; I caused my team lose
3) not sure if I was going to win or lose

@AskPlayStation",2,Sun Nov 19 05:29:52 +0000 2017
2686480,@755466 No worries! We have sent you a Direct Message via Twitter with further instructions.,2686481,"I changed my email yesterday because my old email closed, now I need to verify my acc but it's saying my DOB is wrong","@AskPlayStation I changed my email yesterday because my old email closed, now I need to verify my acc but it's saying my DOB is wrong","Customer: @AskPlayStation I changed my email yesterday because my old email closed, now I need to verify my acc but it's saying my DOB is wrong",2,Tue Oct 31 17:19:12 +0000 2017
1405705,@446767 Sorry to hear that Restore Licenses to refresh your privileges and try again: https://t.co/WATnmgS37Z,1405703,"In game, it said add ons available for download, when I go to the store, this this is what shows https://t.co/z4yV3gSlod","@AskPlayStation In game, it said add ons available for download, when I go to the store, this this is what shows https://t.co/z4yV3gSlod","Customer: @AskPlayStation I recently bought dying light the following. All other content is still priced and it doesn’t seem like it’s included HELP
Brand (AskPlayStation): @446767 Hi JM. The content should be included in game. Do you see any kind of error message? did you check in the library under Purchased?
Customer: @AskPlayStation In game, it said add ons available for download, when I go to the store, this this is what shows https://t.co/z4yV3gSlod",4,Sat Oct 28 22:43:04 +0000 2017
874703,"@327664 Hey there. Please follow us on Twitter and let us know once you do, so we can send you a DM.",874705,Am having issues with resetting my password since I forgot both my password and the birth date I put. Need help.,@AskPlayStation Am having issues with resetting my password since I forgot both my password and the birth date I put. Need help.,Customer: @AskPlayStation Am having issues with resetting my password since I forgot both my password and the birth date I put. Need help.,2,Fri Oct 20 20:50:01 +0000 2017
715629,@291234 Oi Haroldo! tente acessar ao modo de segurança seguindo os passos do link e Recriar banco de dados  https://t.co/HZ7eCESaDQ,715630,"estou com problema no Mortal Kombat Xl, está desligando o PS4, vi que é um problema recorrente, como proceder?","@121984 estou com problema no Mortal Kombat Xl, está desligando o PS4, vi que é um problema recorrente, como proceder?","Customer: @121984 estou com problema no Mortal Kombat Xl, está desligando o PS4, vi que é um problema recorrente, como proceder?",2,Tue Oct 10 23:46:04 +0000 2017
1190395,@399788 Hi there.Glad to assist . Please follow the instructions provided under this link: https://t.co/PR9L0S0kEu,1190397,"I purchased @399789 PS3 in the Sale of the Dead; it was only a 6KB download, and I don't see it in my game folder.","@AskPlayStation I purchased @399789 PS3 in the Sale of the Dead; it was only a 6KB download, and I don't see it in my game folder.","Customer: @AskPlayStation I purchased @399789 PS3 in the Sale of the Dead; it was only a 6KB download, and I don't see it in my game folder.",2,Wed Oct 25 07:02:02 +0000 2017
767088,"@303331 Please follow us on Twitter and let us know once you do, so we can send you a DM.",767090,"Hi! Thanks for the reply. Yeah I believe so, although I am currently in Germany. Is that Ok?","@AskPlayStation Hi! Thanks for the reply. Yeah I believe so, although I am currently in Germany. Is that Ok?","Customer: Guys, I can't access the live chat because it won't accept my PSN name, it's a viscious circle and I need help @AskPlayStation
Brand (AskPlayStation): @303331 Hello! Since you cannot access chat, have you reached out to us via phone for assistance regarding your account?
Customer: @AskPlayStation Hi! Thanks for the reply. Yeah I believe so, although I am currently in Germany. Is that Ok?",4,Wed Oct 11 22:41:00 +0000 2017
1198831,@401688 Is the console connected to a receiver? Are you using the supplied HDMI cable?,1198832,Yes and Yes. Still no connection,@AskPlayStation Yes and Yes. Still no connection,"Customer: @AskPlayStation  my hdmi port is not showing connection
Brand (AskPlayStation): @401688 Hi Zack. Sorry for the delay. Have you tried to connect your console using a different HDMI Cord or on another TV?
Customer: @AskPlayStation Yes and Yes. Still no connection",4,Sun Oct 29 18:36:14 +0000 2017
326032,"@193673 Good question! No, This step will restore your settings to default, it does not delete any data.",326031,will that delete the data though?,@AskPlayStation will that delete the data though?,"Customer: @AskPlayStation tried to upload 5 on PS4 but it won't upload properly and now stuck in safe mode! Pls help. Have been trying for 2 days now.
Brand (AskPlayStation): @193673 Hey there! Follow this link for all the info to do a full system software update: https://t.co/RhaVd8jm8i
Customer: @AskPlayStation Thank you. Can you confirm that the account user data won't be lost?
Brand (AskPlayStation): @193673 The system update can delete some game data, you can do a backup: https://t.co/hDgykZ4eDI
Customer: @AskPlayStation Fingers crossed! Thank you.
Brand (AskPlayStation): @193673 You're welcome. Please let us know if you need any further assistance.
Customer: @AskPlayStation cannot do a data backup from PS4 as it's stuck in safe mode so can't log in. I just need to get out of safe mode -tried the restart,no good
Brand (AskPlayStation): @193673 That's no good! Try selecting option 4, reset default settings.
Customer: @AskPlayStation will that delete the data though?",10,Sun Oct 08 13:38:54 +0000 2017
821497,@315672 Boa noite! O desenvolvedor do jogo vai conseguir ajudar do melhor jeito possivel: https://t.co/fNufoPqlNE,821498,"comprei o jogo injustice 2,  veio um codigo para baixar o personagem darkseid e eu nao estou conseguindo fazer.","@121984 comprei o jogo injustice 2,  veio um codigo para baixar o personagem darkseid e eu nao estou conseguindo fazer.","Customer: @121984 comprei o jogo injustice 2,  veio um codigo para baixar o personagem darkseid e eu nao estou conseguindo fazer.",2,Thu Oct 12 22:39:53 +0000 2017
1539140,@477092 We have sent you a Direct Message via Twitter with further instructions.f,1539138,My call of duty digital copy isn’t working. Can I get a refund :/,@AskPlayStation My call of duty digital copy isn’t working. Can I get a refund :/,"Customer: @AskPlayStation help :)
Brand (AskPlayStation): @477092 Here to assist! Please let us know the exact issue that you are experiencing.
Customer: @AskPlayStation My call of duty digital copy isn’t working. Can I get a refund :/",4,Sat Nov 04 01:47:46 +0000 2017
1525794,@367709  Restore Licenses to refresh your privileges and try again: https://t.co/WATnmgS37Z,1525795,As I have entered the code and redeemed the SPass but don’t see it under the add-ons ?,@AskPlayStation As I have entered the code and redeemed the SPass but don’t see it under the add-ons ?,"Customer: @AskPlayStation hi don’t mean to sound stupid here but I have redeemed a code, it says code is redeemed but there was an option for 1/2
Customer: @AskPlayStation 2/2 for downloading the redeemed item so what happens ? Does the item just appear inside of the game ?
Brand (AskPlayStation): @367709 Glad to help! Make sure that the DLC is fully installed. Go to Library&gt; select the game&gt; related items&gt; add-ons
Customer: @AskPlayStation As I have entered the code and redeemed the SPass but don’t see it under the add-ons ?",5,Fri Nov 03 20:01:10 +0000 2017
254805,@176570 Great to hear!,254806,Yh that worked cheers,@AskPlayStation Yh that worked cheers,"Customer: @AskPlayStation hi my ps4 ejection is not working. I tried the trick where i loosen the screw at the side but its still not coming out.
Brand (AskPlayStation): @176570 That's not good. Please turn off the console and disconnect all the cables from it for 3 minutes, then try again.
Customer: @AskPlayStation Yh that worked cheers",4,Thu Oct 05 18:27:39 +0000 2017
192306,"@161165 That's not good. Are you getting any error code or message? 
Please provide us more details about the issue",192307,won't let me connect to the psn but my internet up?,@AskPlayStation won't let me connect to the psn but my internet up?,Customer: @AskPlayStation won't let me connect to the psn but my internet up?,2,Wed Oct 04 21:21:19 +0000 2017
1241367,@411045 You are welcome anytime.,1240864,Thanks,@AskPlayStation Thanks,"Customer: @AskPlayStation I need help please
Customer: @AskPlayStation Thanks",3,Wed Oct 25 22:25:22 +0000 2017
2782264,"@276421 Here to help! Are you getting any error code or message? 
Please provide us more details about the issue",2782266,why is my rainbow six siege not working it stopped working ever since the free weekend came out now it thinks i had the free weekend but i never : ( i rebuilt database licences reinstalled still not working @AskPlayStation,why is my rainbow six siege not working it stopped working ever since the free weekend came out now it thinks i had the free weekend but i never : ( i rebuilt database licences reinstalled still not working @AskPlayStation,Customer: why is my rainbow six siege not working it stopped working ever since the free weekend came out now it thinks i had the free weekend but i never : ( i rebuilt database licences reinstalled still not working @AskPlayStation,2,Tue Nov 21 17:15:41 +0000 2017
2159992,@634402 Hi there. Please check the information about the bonus content in the next link: https://t.co/kAiPTQVUhB,2159993,I redeemed my pre order bonus code for cod WWII and I never got the email for the content,@AskPlayStation I redeemed my pre order bonus code for cod WWII and I never got the email for the content,Customer: @AskPlayStation I redeemed my pre order bonus code for cod WWII and I never got the email for the content,2,Thu Nov 09 05:49:19 +0000 2017
546161,"@246984 HI there! For refund info, please check the following link: https://t.co/P0NWMI1S8n",546162,"Hi, I would like a refund on Manual Samuel. The known issue of the clutch not pushing down hard enough is still not fixed (at least for my game) so I can't progress. Gamebreaking glitch which is a shame as it's a pretty funny game.","@AskPlayStation Hi, I would like a refund on Manual Samuel. The known issue of the clutch not pushing down hard enough is still not fixed (at least for my game) so I can't progress. Gamebreaking glitch which is a shame as it's a pretty funny game.","Customer: @AskPlayStation Hi, I would like a refund on Manual Samuel. The known issue of the clutch not pushing down hard enough is still not fixed (at least for my game) so I can't progress. Gamebreaking glitch which is a shame as it's a pretty funny game.",2,Sat Dec 02 17:07:52 +0000 2017
871519,@326912 Let's look into it. Check out the next article to troubleshoot the error WC-36547-5: https://t.co/wxAQWTQMAc,871520,Trying to add a credit card and getting error message WC-36547-5. Tried 3 times and getting pre auth charge of $1.00 each time.,@AskPlayStation Trying to add a credit card and getting error message WC-36547-5. Tried 3 times and getting pre auth charge of $1.00 each time.,Customer: @AskPlayStation Trying to add a credit card and getting error message WC-36547-5. Tried 3 times and getting pre auth charge of $1.00 each time.,2,Fri Oct 13 15:33:46 +0000 2017
2704654,@748905 Please follow the steps in the next link to restore licenses and check again: https://t.co/WATnmgS37Z,2704645,No I have the ultimate edition  of injustice 2,@AskPlayStation No I have the ultimate edition  of injustice 2,"Brand (AskPlayStation): @748905 Are you using a voucher?
Customer: @AskPlayStation No I have the ultimate edition  of injustice 2",3,Sun Nov 19 22:16:39 +0000 2017
306776,@189244 Thanks for trying that. Please check your DM's for further instructions.,306774,"I've tried this and its still missing, please help.","@AskPlayStation I've tried this and its still missing, please help.","Customer: @AskPlayStation Is it possible to get help with a disappearing trophy? When changing from PS4 to PS4 Pro one trophy got lost!
Brand (AskPlayStation): @189244  That's odd. Please try to sync the trophies manually. Steps here: https://t.co/7YRydjAlGb
Customer: @AskPlayStation I've tried this and its still missing, please help.",4,Sat Oct 07 05:28:25 +0000 2017
968526,@349912 Hello Robert. We'd be happy to help. Follow this link for more info on how to reset your password: https://t.co/6Cv9bgut2Q,968527,I need help with my password,@AskPlayStation  I need help with my password,Customer: @AskPlayStation  I need help with my password,2,Sun Oct 22 00:59:47 +0000 2017
2099392,"@409954 Happy to help! Please explain to us more about the issue, any information will be appreciated.",2099393,Can I please get in touch with some representative,@AskPlayStation Can I please get in touch with some representative,Customer: @AskPlayStation Can I please get in touch with some representative,2,Wed Nov 08 06:06:10 +0000 2017
1708332,@517674 Hello Tim! Only one PS4 can be activated as primary at a time.,1708333,--how many PS4s am I allowed to authorize my PSN account on?,@AskPlayStation --how many PS4s am I allowed to authorize my PSN account on?,Customer: @AskPlayStation --how many PS4s am I allowed to authorize my PSN account on?,2,Tue Nov 07 00:40:02 +0000 2017
1476341,@462754 Sorry to hear that! Check out the next article to troubleshoot the PS4 disc eject issues: https://t.co/Vu65nVgoTx,1476342,my PS4 is ejecting my games mid online play!!!!wtf,@AskPlayStation my PS4 is ejecting my games mid online play!!!!wtf,Customer: @AskPlayStation my PS4 is ejecting my games mid online play!!!!wtf,2,Mon Oct 16 20:50:58 +0000 2017
1302562,@226122 Glad you were able to figure it out. You are welcome. Let us know if there's anything we can lend a hand with!,1302561,ok I got it fixed thanks for help my notifications work again now idk what happened,@AskPlayStation ok I got it fixed thanks for help my notifications work again now idk what happened,"Customer: @AskPlayStation @117014 Can I get some help with my issue of not getting notifications on ps4? I don't get game invite or messages 1/2
Brand (AskPlayStation): @226122  Sorry for the inconvenience. Please go to Safe Mode and select Restore Default Settings. Steps here: https://t.co/OOaq76Cas8
Customer: @AskPlayStation How do you get to safe mode
Brand (AskPlayStation): @226122 Check the steps here: https://t.co/OOaq76kzAA
Customer: @AskPlayStation ok I got it fixed thanks for help my notifications work again now idk what happened",6,Fri Oct 27 01:16:19 +0000 2017
1778744,@534436 Here to assist! Please power cycle your network devices and try again: https://t.co/UUMNDRIFMj,1778745,why my playstation network sign in is failed? Plz help https://t.co/siZAkPQ4WW,@AskPlayStation why my playstation network sign in is failed? Plz help https://t.co/siZAkPQ4WW,Customer: @AskPlayStation why my playstation network sign in is failed? Plz help https://t.co/siZAkPQ4WW,2,Sun Nov 26 06:22:20 +0000 2017
2577405,@730782 Please check your DM's for more instructions.,2577403,This is the screen i'm stuck on. Have tried everything and can't fix it... https://t.co/rn2j3mvE3U,@AskPlayStation This is the screen i'm stuck on. Have tried everything and can't fix it... https://t.co/rn2j3mvE3U,"Customer: @AskPlayStation My playstation is stuck on the ''Cannot start the ps4'' screen and i've tried everything from the usb to using a internet cable and it still doesn't work. What can i do? Tried everything and it keeps bringing me back to the first error screen.
Brand (AskPlayStation): @730782 Sorry to hear that! Check out the next article to troubleshoot the PS4: https://t.co/4QwhQCQ9wk
Customer: @AskPlayStation This is the screen i'm stuck on. Have tried everything and can't fix it... https://t.co/rn2j3mvE3U",4,Thu Nov 16 21:47:28 +0000 2017
1377239,"@440612 Hi Kierra. Let's look into that. Please make sure you are following us, so we can assist you better via a Direct Message.",1377240,how can I Regiater my ps4,@AskPlayStation how can I Regiater my ps4,Customer: @AskPlayStation how can I Regiater my ps4,2,Sat Oct 28 02:50:21 +0000 2017
16634,@119671  Buen día Victor. Sigue los pasos en este artículo https://t.co/2ONeDqztFs  para resolver el problema.,16635,Hola.... desde ayer en la mañana no me funciona la psn...hay algún problema? como puedo solucionarlo? se me queda cargando.,@AskPlayStation Hola.... desde ayer en la mañana no me funciona la psn...hay algún problema? como puedo solucionarlo? se me queda cargando.,Customer: @AskPlayStation Hola.... desde ayer en la mañana no me funciona la psn...hay algún problema? como puedo solucionarlo? se me queda cargando.,2,Wed Nov 01 03:50:23 +0000 2017
1171556,@395537 Sorry to hear that. Check out the next article for more info regarding channels availability: https://t.co/wuuvP4vOtq,1171558,I have a new PSV account and am not seeing Fox Sports Arizona. Using a Roku Streaming + for hardware.,@AskPlayStation I have a new PSV account and am not seeing Fox Sports Arizona. Using a Roku Streaming + for hardware.,Customer: @AskPlayStation I have a new PSV account and am not seeing Fox Sports Arizona. Using a Roku Streaming + for hardware.,2,Sun Oct 15 20:29:02 +0000 2017
2257079,"@657358 Oi André! Leve em conta que o PS VR ainda não esta disponível para Brasil, fique atento ao nosso blog: https://t.co/mQnUQxVs59",2257080,Foi liberado o Until Dawn: Rush of Blood na PS Plus. Mas e a gente aqui do Brasil? Que paga isso do mesmo jeito que os demais países? Somos obrigados a ficar sem? Por que não colocar os jogos de VR na PSN Brasileira também?,@125520 @121984 Foi liberado o Until Dawn: Rush of Blood na PS Plus. Mas e a gente aqui do Brasil? Que paga isso do mesmo jeito que os demais países? Somos obrigados a ficar sem? Por que não colocar os jogos de VR na PSN Brasileira também?,Customer: @125520 @121984 Foi liberado o Until Dawn: Rush of Blood na PS Plus. Mas e a gente aqui do Brasil? Que paga isso do mesmo jeito que os demais países? Somos obrigados a ficar sem? Por que não colocar os jogos de VR na PSN Brasileira também?,2,Sat Nov 11 00:11:41 +0000 2017
417601,@214644 You are welcome anytime. Let us know the outcome.,417599,"Thank you, I will try that tomorrow!","@AskPlayStation Thank you, I will try that tomorrow!","Customer: @AskPlayStation My usb headset will not automatically play system audio. I have to go into system settings to manually switch it. Any fix?
Brand (AskPlayStation): @214644 Hi there! Please let us know which headset are you using.
Customer: @AskPlayStation I am using a Razer Kraken 7.1 V2. Before this update I had no problem using it.
Brand (AskPlayStation): @214644 Access safe mode, select restore default settings and set the audio output settings again. Steps here: https://t.co/NiCy6xiXKC
Customer: @AskPlayStation Thank you, I will try that tomorrow!",6,Tue Oct 10 04:01:36 +0000 2017
2750000,@769930 Hola! Puedes estar pendiente de nuestras ofertas aqui: https://t.co/R1L9D7IhbK,2750001,"Cuando van a salir las ofertas del Black Friday?
Un saludo :)","@158288 @AskPlayStation @177610  Cuando van a salir las ofertas del Black Friday?
Un saludo :)","Customer: @158288 @AskPlayStation @177610  Cuando van a salir las ofertas del Black Friday?
Un saludo :)",2,Mon Nov 20 23:32:53 +0000 2017
654932,@275789 Hi there. Thanks for trying that. You may need to open your firewall ports. Info can be found here: https://t.co/Vp85fRXkHX,654931,Did it and didn’t work!!! I don’t know what could be the issue,@AskPlayStation Did it and didn’t work!!! I don’t know what could be the issue,"Customer: @AskPlayStation can’t connect to the playstation store in my ps4
Customer: @AskPlayStation Can you guys help me?
Brand (AskPlayStation): @275789 Sorry to hear that! Please try rebuilding the database. Follow the steps on the next article: https://t.co/OOaq76kzAA
Customer: @AskPlayStation It didn’t work :/
Brand (AskPlayStation): @275789 Please go to Safe Mode and select Restore Default Settings. Steps here: https://t.co/OOaq76kzAA
Customer: @AskPlayStation Did it and didn’t work!!! I don’t know what could be the issue",7,Mon Nov 27 06:57:24 +0000 2017
702667,@287817 Here to help you! Is the issue happening with more discs?,679417,I have problem in my ps4.. the  disk is coming out alone .. what ihave to do,@AskPlayStation I have problem in my ps4.. the  disk is coming out alone .. what ihave to do,"Brand (AskPlayStation): The PS4's HDD is fully removable and upgradable! Info: https://t.co/yEq4evqHOR https://t.co/U0eyuPyH9i
Customer: @AskPlayStation I have problem in my ps4.. the  disk is coming out alone .. what ihave to do",3,Thu Nov 23 16:53:26 +0000 2017
2368326,"@683519 Sorry to hear that. For refund info, please check the following link: https://t.co/MInrgZAJFy",2368327,I just bought 2 games in the Black Friday sale and hit download all when I purchased them but then I realised I purchased them on the wrong account. Is there any way I can get a credit card refund?,@AskPlayStation I just bought 2 games in the Black Friday sale and hit download all when I purchased them but then I realised I purchased them on the wrong account. Is there any way I can get a credit card refund?,Customer: @AskPlayStation I just bought 2 games in the Black Friday sale and hit download all when I purchased them but then I realised I purchased them on the wrong account. Is there any way I can get a credit card refund?,2,Sun Nov 26 17:24:45 +0000 2017
1407241,@447086 Sorry to hear that. Please check your DM's for further instructions.,1407240,Yeah it is not good i buy yesterday new game ww2 de luxe ( pre order) and i lost more things my ban number is WS-37368-7 i do nothing wrong!,@AskPlayStation Yeah it is not good i buy yesterday new game ww2 de luxe ( pre order) and i lost more things my ban number is WS-37368-7 i do nothing wrong!,"Brand (AskPlayStation): A very helpful network troubleshooting guide for all devices can be found here: https://t.co/zfJ6wgLw7V https://t.co/1gRSknHi1O
Customer: @AskPlayStation ( My account get banned and i don't violate any rules in playstation network please help)
Brand (AskPlayStation): @447086 Hi Jos, Sorry to hear that. You will receive an email with
 the details of the ban/suspension: https://t.co/2CpHxuUKRB
Customer: @AskPlayStation Yeah it is not good i buy yesterday new game ww2 de luxe ( pre order) and i lost more things my ban number is WS-37368-7 i do nothing wrong!",5,Sun Oct 29 01:53:12 +0000 2017
2197706,@642870 Sorry to hear that! Please try using another browser or delete the cookies from the one you are using.,2197707,it keeps giving me error verify you are not robot https://t.co/A1fSMZf8KN,@AskPlayStation it keeps giving me error verify you are not robot https://t.co/A1fSMZf8KN,Customer: @AskPlayStation it keeps giving me error verify you are not robot https://t.co/A1fSMZf8KN,2,Thu Oct 19 13:49:52 +0000 2017
2708691,@760643 Hi there! Please follow this link for more information on how to reset your password: https://t.co/6Cv9bgut2Q,2708692,idk how to change the password for my credit card info. I'm trying to edit a credit card currently so I can purchase a game. https://t.co/qOcT196vyx,@AskPlayStation idk how to change the password for my credit card info. I'm trying to edit a credit card currently so I can purchase a game. https://t.co/qOcT196vyx,Customer: @AskPlayStation idk how to change the password for my credit card info. I'm trying to edit a credit card currently so I can purchase a game. https://t.co/qOcT196vyx,2,Mon Nov 20 00:21:36 +0000 2017
2585827,@732712 We have sent you a DM.,2585828,https://t.co/ZewPs28wyU,@AskPlayStation  https://t.co/ZewPs28wyU,"Customer: @AskPlayStation having some technical difficulties.  Got stuck in safe mode, usb install of 5.01 didn't work.. no love on the online install.  Tried the database rebuild and got the following but can't find the error code in your database.  Any idea what's wrong?
Customer: @AskPlayStation  https://t.co/ZewPs28wyU",3,Fri Nov 17 00:11:47 +0000 2017
2105344,"@621439 We are here to help! Do you know what specific error was coming up? Also, what device are you using to sign up?",2105345,"I was really excited to try out PSVue, and every time I Click ""Confirm Purchase"" an error occurs. What's going on?","@AskPlayStation I was really excited to try out PSVue, and every time I Click ""Confirm Purchase"" an error occurs. What's going on?","Customer: @AskPlayStation I was really excited to try out PSVue, and every time I Click ""Confirm Purchase"" an error occurs. What's going on?",2,Thu Oct 19 04:20:21 +0000 2017
1080859,@374974 Anytime!,1080858,thnx mate,@AskPlayStation thnx mate,"Customer: @AskPlayStation Does call of duty black.ops 3 co op campaign online mode needs to hv PSN account at  both end? pls confirm
Brand (AskPlayStation): @374974 Hi there. You mean a PS Plus subscription?
Customer: @AskPlayStation yes. i want to play co op using two different consoles not split screen. so do i need to have PS plus subscription at both end?
Brand (AskPlayStation): @374974 Correct. If you are using a PS4 console you need a PS Plus subscription to play online.
Customer: @AskPlayStation thnx mate",6,Mon Oct 23 20:08:55 +0000 2017
1202696,@402563 Hello Jason. Let's look into that. Review the next article for further info on error code CE-34878-0: https://t.co/W7AhTUulnd,1051758,how do i solve error ce-34878-0?  so disappointed with playstation. look like many people encounter n u all r doing nothing about it.,@AskPlayStation how do i solve error ce-34878-0?  so disappointed with playstation. look like many people encounter n u all r doing nothing about it.,"Brand (AskPlayStation): Trouble starting your PS4? Safe Mode can help! Learn more: https://t.co/ZdzyLOQdmp https://t.co/wOd5zjUu4j
Customer: @AskPlayStation how do i solve error ce-34878-0?  so disappointed with playstation. look like many people encounter n u all r doing nothing about it.",3,Sun Oct 15 23:28:09 +0000 2017
1099124,@379373 Hi there! Please submit your feedback and ideas here: https://t.co/gY9N8hXbfZ,1099125,"Hi
In my opinion i think that ps4 needs a little update to make queue for downloads that would be really helpful thanks","@AskPlayStation Hi
In my opinion i think that ps4 needs a little update to make queue for downloads that would be really helpful thanks","Customer: @AskPlayStation Hi
In my opinion i think that ps4 needs a little update to make queue for downloads that would be really helpful thanks",2,Mon Oct 23 22:23:48 +0000 2017
2617409,"@739741 Hi Kristoffer! For refund info, please check the following link: https://t.co/MInrgZSl48",2617410,"I was gonna buy Call of duty Ww2, but managed to buy the carentan map, it said season pass, but I think i might have bought season pass only? I would really like som help, maby a refund so I can buy the actuall game, I know I made a stupid mistake.. this sucks 😞","@AskPlayStation I was gonna buy Call of duty Ww2, but managed to buy the carentan map, it said season pass, but I think i might have bought season pass only? I would really like som help, maby a refund so I can buy the actuall game, I know I made a stupid mistake.. this sucks 😞","Customer: @AskPlayStation I was gonna buy Call of duty Ww2, but managed to buy the carentan map, it said season pass, but I think i might have bought season pass only? I would really like som help, maby a refund so I can buy the actuall game, I know I made a stupid mistake.. this sucks 😞",2,Fri Nov 17 14:51:40 +0000 2017
1768760,@531776 Sorry to hear that! Check out the next article for more info on how to use PayPal to make purchases: https://t.co/uJRQr6DnUb,1768761,Hi I'm having a problem with paypal I can't seem to use my credit that I have on there.,@AskPlayStation Hi I'm having a problem with paypal I can't seem to use my credit that I have on there.,Customer: @AskPlayStation Hi I'm having a problem with paypal I can't seem to use my credit that I have on there.,2,Tue Nov 07 22:31:08 +0000 2017
1341270,@432854 Totally understand. We have sent you a DM for further assistance.,1341271,my now unbanned account can't login anywhere because I cannot access phone for 2SV. how can I login without backup code,@AskPlayStation my now unbanned account can't login anywhere because I cannot access phone for 2SV. how can I login without backup code,Customer: @AskPlayStation my now unbanned account can't login anywhere because I cannot access phone for 2SV. how can I login without backup code,2,Mon Oct 16 13:26:11 +0000 2017
1395860,"@444591 Hi there! For refund info, please check the following link: https://t.co/MInrgZSl48",1395861,"by mistake I bought an add on for got simulator and not the actual game, is it possible that I can get a refund?","@AskPlayStation by mistake I bought an add on for got simulator and not the actual game, is it possible that I can get a refund?","Customer: @AskPlayStation by mistake I bought an add on for got simulator and not the actual game, is it possible that I can get a refund?",2,Sat Oct 28 14:44:54 +0000 2017
965610,@349137 Glad to know is working. Please feel free to contact us at anytime!,965609,Thank you. It’s working again.,@AskPlayStation Thank you. It’s working again.,"Customer: @AskPlayStation for the 2nd day this week, Vue is not working on my PS4. Please advise.
Brand (AskPlayStation): @349137 We're sorry to hear you are having problems! Could you elaborate more about the issue, are you seeing an error message?
Customer: @AskPlayStation The blue screen that says “Playstation Vue” comes up and it just freezes.
Brand (AskPlayStation): @349137 Thank you for the information! Are you able to uninstall and reinstall the application from your console? If so, please do so.
Customer: @AskPlayStation Thank you. It’s working again.",6,Sun Oct 22 00:09:14 +0000 2017
404250,@211684 Here to help! Please provide us with details of the issue you are experiencing so we can properly assist you.,404251,"Hey guys, you know why ps4 recognizes an external hd, but when I call again does it not work? (Sansung 1TB Model)","@AskPlayStation Hey guys, you know why ps4 recognizes an external hd, but when I call again does it not work? (Sansung 1TB Model)","Customer: @AskPlayStation Hey guys, you know why ps4 recognizes an external hd, but when I call again does it not work? (Sansung 1TB Model)",2,Mon Oct 09 21:02:05 +0000 2017
